id,user_name,user_privilege,level,reply_count,up_count,down_count,client_type,comment
960752045,水晶雪柔,,lv6,0, , ,优酷,有他这样，实在看不下去，他演的剧情也不咋地，总是想碰安迪
960751597,水晶雪柔,,lv6,0, , ,优酷,哦·
960750904,水晶雪柔,,lv6,0, , ,优酷,那就是何立春了
960617971,腾讯用户1470285928390101,,lv3,0, , ,优酷iku,哈哈，你太有才了整部剧被你剖析的堪称完美
960559545,优酷用户1461321384320918,,lv7,0, , ,iPad客户端,那你和他结婚吧
960531429,优酷用户1470312427650924,,lv3,0, , ,优酷PC客户端,奇点与安迪的感情也太纠结了
960524076,腾讯用户1464704822765988,,lv7,0, , ,Android客户端,这部戏里面我最爱奇点，爱奇点爱奇点爱奇点，所有男人都比不上我的奇点
960473840,无脚鸟的翅膀,,lv45,0, , ,优酷iku,邱莹莹的蠢，关雎尔的木，奇点的猥琐吃饺子不蘸醋。曲筱绡讨厌，赵医生随便，曲哥卡里两千块还敢出来现。王柏川心机，包总乱穿衣，安迪说别碰我别挡我装逼。樊胜美爱钱，林师兄没颜，
960454459,,,lv46,0, , ,Android客户端,冷淡？如果不热情，怎么会显得冷淡呢！
960208506,,,lv23,0, , ,iPad客户端,安迪，樊胜美，曲筱筱
960127036,土豆用户_375248324,,lv13,0, , ,优酷iku,香港回归
960050415,ykapp_3frq4fw1,,lv42,0, , ,iPhone客户端,看到老男人谈感情鸡皮疙瘩掉一地呀！
959845708,,,lv21,0, , ,iPad客户端,说奇点长的猥琐的人我问一句，要是你们爹妈长的猥琐怎么办，要不要把你们塞回去？
959694584,腾讯用户1470203639240402,,lv2,0, , ,优酷iku,有
959341278,腾讯用户146804433720412,,lv2,0, , ,iPhone客户端,不喜欢
959261290,,,lv19,0, , ,优酷iku,喜欢关关
959252564,腾讯用户1469372755129529,,lv6,0, , ,Android客户端,总有一种安迪和奇点在拍琼瑶剧的感觉
959033955,,,lv11,0, , ,Android Pad客户端,难道没人喜欢姚滨吗
958754986,45842138,,lv3,0, , ,优酷,奇点真难看
958637649,ykapp_n0j2i3hp,,lv13,0, , ,iPhone客户端,是个很不错的电视剧 五个女孩 五种性格 五种经历
958612584,musicshow09301862,,lv23,0, , ,Android客户端,那摩托给力哦
958560659,haoxue05,,lv39,0, , ,iPad客户端,50岁～58岁
958509020,搜库视频10s,,lv1,0, , ,优酷,翻别人的包是不对的呦！
958325123,学无止境83166137,,lv13,0, , ,Android客户端,喜欢关关
958213712,渺沙79077004,,lv26,0, , ,Android Pad客户端,应该49岁到56岁
958070748,Tracy57968813,,lv47,0, , ,优酷,奇点挺好呀，
957973989,亦辞亦词,,lv16,0, , ,优酷PC客户端,"<a href=""http:\/\/comments.youku.com\/star_page\/uid_UMTEyODUwMA==.html"" target=""_blank"">祖峰"
957657253,腾讯用户1467985481171220,,lv4,0, , ,优酷PC客户端,这里 面的人和父母爱情的演员都是一样的 还有琅琊榜里面的演员
957556697,,,lv9,0, , ,iPhone客户端,非得用画外音才可以说清楚情况吗？整得跟纪录片似的
957550451,沉默ぎ芯會痛,,lv6,1, , ,优酷iku,"<a href=""http:\/\/comments.youku.com\/star_page\/uid_UNjc2NzY=.html"" target=""_blank"">刘涛"
957122855,微信用户1468736391359113,,lv2,0, , ,Android Pad客户端,难道就没有人吐槽小明这个名字？
957122411,微信用户1468736391359113,,lv2,0, , ,Android Pad客户端,如果让峰哥演老坛，让东哥演奇点会怎么样
957120148,微信用户1468736391359113,,lv2,0, , ,Android Pad客户端,安迪最后和who在一起？
957119903,微信用户1468736391359113,,lv2,0, , ,Android Pad客户端,为什么安迪不和老坛在一起？如果安迪和老坛在一起，那就属于办公室恋情，而且如果和一个这么熟悉的人在一起，情感不跌宕起伏，观众也看不下去吧！
957062505,腾讯用户1463489512964315,,lv4,0, , ,优酷,奇点真难看
957060413,腾讯用户1463489512964315,,lv4,0, , ,优酷,喜欢关关
957059940,腾讯用户1463489512964315,,lv4,0, , ,优酷,就是
957042733,腾讯用户1463489512964315,,lv4,0, , ,优酷,感觉奇点好老
956611297,优酷youku游,,lv41,0, , ,优酷PC客户端,剧透？素质？
956595893,,,lv11,0, , ,Android客户端,奇点就不应该他来演
956359185,老黄牛54578017,,lv16,0, , ,Android客户端,你看吧，奇点，对你的一切好，目的就是得到你的喜欢。没什么对与错，只想说，世界上没有平白无故的爱。
956346476,老黄牛54578017,,lv16,0, , ,Android客户端,那个小曲跟赵医生，醉了。。。。。
956291592,雨诺qwq,,lv8,0,1, ,优酷PC客户端,应该是奇点配不上安迪
956266526,优酷手机用户_ph744giq,,lv26,1, , ,iPhone客户端,安迪配不上奇点
956247030,采情曲,,lv7,0, , ,优酷iku,这摩托霸气
955948840,陈澤Jie,,lv9,0, , ,iPhone客户端,最喜欢关关
955937159,,,lv35,0, , ,iPad客户端,我去
955934028,一起看烟花,,lv35,1, , ,优酷,马蛋。这什么鬼奇点在剧本里到底是多少岁了，大家发表一下观点推理讨论一下撒
955816145,土豆用户_642413815,,lv15,0, , ,优酷,超嫌弃邱莹莹
955694178,腾讯用户1468232226738218,,lv4,0, , ,优酷PC客户端,这到底是啥季节啊，穿什么的都有
955606254,优酷用户1468900908369478,,lv6,0, , ,iPad客户端,喜欢赵医生
955578025,,,lv7,0, , ,iPhone客户端,我喜欢奇点这样的人，心思缜密不幼稚，经过风浪，带一点沧桑感
955366120,chengice,,lv49,0, , ,优酷iku,看见奇点就快进 恶心
955365952,chengice,,lv49,0, , ,优酷iku,看见奇点就跳过 恶心
955187827,,,lv8,0, , ,iPhone客户端,为什么那么多人讨厌奇点 我怎么就觉得奇点很成熟稳重很好....
955090028,阿南阿木,,lv16,0, , ,优酷iku,我觉得很多人讨厌奇点有很大一部分原因是他长得不够帅。。。
955004955,优酷用户146139060526031,,lv9,0, , ,Android客户端,两人真挺配的，最喜欢看他们同屏出现的时候
954974974,小果8023,,lv7,0, , ,优酷PC客户端,呵呵
954684358,患有思你可好丶,,lv15,0, , ,优酷PC客户端,奇点真不错，
954603787,手机用户_820428717,,lv9,0, , ,优酷iku,安迪和包总必须是天生一对
954431219,土豆用户_737135355,,lv4,0, , ,优酷iku,我觉得魏谓和安迪一点都不般配，兄弟们你们觉得呢？
954375777,TroubleMaker921023,,lv19,0, , ,Android客户端,跨海大桥吸引了我😃😃
953914249,,,lv10,0, , ,Android客户端,是的。觉得奇点不好的都是外貌协会的。
