id,user_name,user_privilege,level,reply_count,up_count,down_count,client_type,comment
960671458,,,lv18,0, , ,Android客户端,樊姐，你亲我嘴
960510981,,,lv3,0, , ,Android客户端,讨厌邱莹莹
960489470,腾讯用户1469154757205688,,lv5,0, , ,优酷iku,喜欢安迪
960489242,腾讯用户1469154757205688,,lv5,0, , ,优酷iku,挺好看的 喜欢
960368114,背後9,,lv19,0, , ,优酷PC客户端,喝的咖啡还是喝的酒
959830325,腾讯用户1468216581812910,,lv7,0, , ,Android客户端,"<a href=""http:\/\/comments.youku.com\/star_page\/uid_UNjc2NzY=.html"" target=""_blank"">刘涛"
959660299,优酷用户1468214304442486,,lv4,0, , ,iPad客户端,已转发评论
959318187,,,lv22,0, , ,iPhone客户端,有些配音太敷衍了 有的配角演的挺业余的 一看就是为了演而演
958708970,,,lv31,0, , ,优酷PC客户端,吃的可真爽！
958455284,,,lv9,0, , ,Android客户端,"<a href=""http:\/\/comments.youku.com\/star_page\/uid_UODg0MTY=.html"" target=""_blank"">杨紫"
958435308,晨笺芳,,lv8,0, , ,优酷PC客户端,她就一sb
958336303,腾讯用户1469227371411313,,lv3,0, , ,优酷PC客户端,现在很多电视剧都会设计一个脑残的角色，也不知道为什么？
958332025,腾讯用户1469227371411313,,lv3,0, , ,优酷PC客户端,如果吃得不过导演的关，可能还得再拍一次。
958177567,忽然忽然忽然的想你,,lv41,0, , ,iPhone客户端,莹莹换手机啦？
958112898,訫儿MM,,lv18,0, , ,iPhone客户端,喜欢邱莹莹很可爱
958009862,苦涩的一逼,,lv23,0, , ,Android客户端,丘莹莹怎么都吃不胖一直在吃哈哈哈
957949978,,,lv22,0, , ,优酷PC客户端,傻帽了
957715318,土豆用户_762267396,,lv8,0, , ,Android客户端,看到这集有点心痛小蚯蚓
957420340,在水一方32455,,lv14,0, , ,iPad客户端,是身高差
957381552,,,lv9,0, , ,Android客户端,喜欢
957141279,优酷用户1467212416159394,,lv7,0, , ,Android客户端,怎么没弹幕
956972767,,,lv8,0, , ,Android客户端,邱莹莹怎么那么烦啊？看她那一脸比谁都委屈的样……啧啧啧，怎么就不知道自己错了呢？永远都是别人的错
956902064,你若一直在我便一直爱09318465,,lv5,0, , ,优酷,喜欢关关。关关嫁给我吧。我一定会用生命保护你爱护你的
956754219,〃不想拥有太多情绪ヽ_342324322,,lv19,0, , ,优酷PC客户端,这感冒 太假啦
956624992,,,lv6,0, , ,Android客户端,那个绿毛咖啡好喝吗
956384404,腾讯用户1468576022792208,,lv4,0, , ,优酷移动播放页,"<a href=""http:\/\/comments.youku.com\/star_page\/uid_UNjc2NzY=.html"" target=""_blank"">刘涛"
956365270,爱情公寓爱情公寓琦,,lv20,0, , ,优酷iku,"<a href=""http:\/\/comments.youku.com\/star_page\/uid_UNjY2OTI=.html"" target=""_blank"">蒋欣"
956279961,WuZhangZhe,,lv20,0, , ,优酷PC客户端,话说
956279524,WuZhangZhe,,lv20,0, , ,优酷PC客户端,确实，邱莹莹弱智的让我恨到家了，证明
955867425,雨诺qwq,,lv8,0, , ,优酷PC客户端,有时觉得邱莹莹挺可爱的♪(^∇^*)，让人又爱又恨，（剧里）
955858866,微信用户1469512105225688,,lv3,0, , ,Android客户端,卡了，和我一样看评论的点个赞呗
