id,user_name,user_privilege,level,reply_count,up_count,down_count,client_type,comment
960681057,,,lv37,0, , ,iPhone客户端,什么时候才有二部
960606239,微信用户1470052448397499,,lv3,0, , ,iPhone客户端,有跟我一样广告时间看评论的吗点个赞吧
960337947,,,lv9,0, , ,iPhone客户端,挂的VPN上的Facebook?
960186144,腾讯用户1469454814616816,,lv7,0, , ,iPad客户端,曲爸一脸坏人相老流氓一个
960135164,铲屎官大将军_,,lv25,0, , ,优酷iku,刘思明一出场必挨骂 6666666
960132562,铲屎官大将军_,,lv25,0, , ,优酷iku,白总？只是个小主管。确实不帅，你们说的对 
960126487,琉璃玥47781460,,lv5,0, , ,优酷iku,我也这样觉得
960126164,琉璃玥47781460,,lv5,0, , ,优酷iku,jiushiliutao
960103234,腾讯用户1463735122279791,,lv6,0, , ,优酷PC客户端,"<a href=""http:\/\/comments.youku.com\/star_page\/uid_UNjc2NzY=.html"" target=""_blank"">刘涛"
959726290,淼淼78049946,,lv4,0, , ,iPhone客户端,我真搞不懂，这个白主管到底哪里帅了？
959518145,,,lv12,0, , ,优酷PC客户端,你说的谁啊 
959517931,,,lv12,0, , ,优酷PC客户端,对
959460923,腾讯用户146986217278646,,lv3,0, , ,优酷,老子是过来看广告的，才
959407127,温文Genuine,,lv21,0, , ,优酷PC客户端,恕我直言，这个白总，哪里帅了。。。
958723023,chunmiamei,,lv14,0, , ,优酷PC客户端,看不下去，还是看琅琊榜吧！
958534711,优酷用户1463457131265494,,lv9,0, , ,iPad客户端,泼墨看ijhi&#039;&#039;&#039;
958313411,天添恬甜,,lv11,0, , ,优酷,很多人不知道啊 上来就说别人傻 想必生活不幸影响到智商了
958092148,,,lv6,0,1, ,iPhone客户端,蠜姐想上位
957917203,腾讯用户1469227371411313,,lv3,0, , ,优酷PC客户端,同感
957914654,腾讯用户1469227371411313,,lv3,0, , ,优酷PC客户端,评论好长啊！
957913028,腾讯用户1469227371411313,,lv3,0, , ,优酷PC客户端,已转发评论
957911951,腾讯用户1469227371411313,,lv3,0, , ,优酷PC客户端,电视剧里插广告，插得毫无痕迹！
957353815,优酷用户818251774,,lv23,0, , ,iPad客户端,讨厌
957352013,优酷用户818251774,,lv23,0, , ,iPad客户端,𣎴好看。
957212640,,,lv10,0, , ,优酷PC客户端,感觉
957104051,高兴就好60871835,,lv19,0, , ,Android客户端,好喜欢
957031544,负薪reading,,lv9,0, , ,Android客户端,"<a href=""http:\/\/comments.youku.com\/star_page\/uid_UODg0MTY=.html"" target=""_blank"">杨紫"
956993779,佳丽妹18943051,,lv5,0, , ,Android客户端,从你演的白蛇就喜欢你了，再就是演的贤妻直接是爱死你了，真幸福啊，事业爱情家庭双丰收。
956964239,学无止境83166137,,lv13,0, , ,Android客户端,。。。
956797566,,,lv35,0, , ,iPad客户端,poopp
956479589,,,lv8,0, , ,Android客户端,小曲的配音
956240690,阿szh浩,,lv8,0, , ,iPad客户端,爱andy
955804552,mob_18662543918,,lv26,0, , ,Android客户端,卧槽，太坑了，就点错了而已，又要从头看广告
955639556,,,lv23,0, , ,iPhone客户端,非常好看
955605884,优酷用户1469360196947139,,lv5,0, , ,iPad客户端,不好看
955100160,微信用户1469430280995416,,lv2,0, , ,iPhone客户端,安迪还真是个女强人
955049746,那短暫の啈冨16019450,,lv24,0, , ,优酷PC客户端,QQ太假，怎么只有一颗星
954515575,年画娃娃50546344,,lv7,0, , ,iPad客户端,"<a href=""http:\/\/comments.youku.com\/star_page\/uid_UODg0MTY=.html"" target=""_blank"">杨紫"
954515243,年画娃娃50546344,,lv7,0, , ,iPad客户端,"<a href=""http:\/\/comments.youku.com\/star_page\/uid_UODg0MTY=.html"" target=""_blank"">杨紫"
953456082,____53723494,,lv32,0, , ,优酷iku,奇（ji）点好不好，什么qi点
953117325,腾讯用户146883011237258,,lv1,0, , ,Android客户端,喜欢
953117183,腾讯用户146883011237258,,lv1,0, , ,Android客户端,喜欢
952868353,橘子58618568,,lv8,0, , ,Android客户端,这集我看的声音和剧情不对😂😂😂😂
952783147,天空海洋一样蓝,,lv5,0, , ,Android Pad客户端,"<a href=""http:\/\/comments.youku.com\/star_page\/uid_UODg0MTY=.html"" target=""_blank"">杨紫"
952758419,腾讯用户1467867913836441,,lv4,0, , ,iPad客户端,挺好看，但我讨厌萧萧，又认为她好豪放
952756910,腾讯用户1467867913836441,,lv4,0, , ,iPad客户端,呵呵呵，萧好讨厌
952751743,非不起来,,lv23,0, , ,优酷,直接复印放网上，花钱找人翻译吧
952731992,腾讯用户1469010623398111,,lv1,0, , ,优酷,我莫名奇妙的笑了，因为我得到了sissone.
952660163,ykapp_2gdmqbf1,,lv7,0, , ,优酷,安迪7位数个十百千万
952616822,土豆用户_460352108,,lv10,0, , ,优酷PC客户端,切，不感觉
952476932,紫曦02806559,,lv10,0, , ,iPad客户端,嗯
952476846,紫曦02806559,,lv10,0, , ,iPad客户端,呵呵
952206968,,,lv44,0, , ,优酷iku,标de可不小 哈哈
952155183,微笑的天使1314520745,,lv5,0, , ,优酷PC客户端,我觉得这样才是小曲，毕竟人物设定就是这样的
952077166,,,lv21,0, , ,Android客户端,中间那段演的真好，果然是花旦里的戏骨们
952028939,优酷用户1467212416159394,,lv7,0, , ,Android客户端,怎么看不了嘞
951498068,浮冰染露,,lv14,0, , ,优酷PC客户端,安迪的情况应该就是天才和疯子就在一线之间吧~~！哈哈哈哈
951489691,山东5街霸,,lv7,0, , ,优酷PC客户端,我怎么看着小曲看起来好像PB酱
951162999,哥是个传说82541890,,lv30,0, , ,优酷,我也很喜欢看他们在一起吵架。各怀鬼胎。 呵呵呵呵
951014873,归人雨巷40326867,,lv3,0, , ,优酷PC客户端,噜啦啦
950598631,gworge,,lv8,0, , ,iPad客户端,1111
950556306,____65333736,,lv37,0, , ,优酷PC客户端,是的，每一个都是黑屏
950555936,____65333736,,lv37,0, , ,优酷PC客户端,什么意思
950545809,逍遥散人是我,,lv36,0, , ,优酷,怎么不能看了
950220629,腾讯用户1468677529086407,,lv1,0, , ,优酷PC客户端,白主管好贱
950215849,,,lv31,0, , ,Android客户端,感觉郭采洁更适合小曲
949971476,____65333736,,lv37,0, , ,优酷PC客户端,一开始打电话的时候是不是黑屏的，后来就是黑屏的，你打电话的时候也是这样的！
949907333,赛罗奥特曼03257340,,lv15,0, , ,Android客户端,无比的好
949749316,腾讯用户1463845934578504,,lv14,0, , ,优酷PC客户端,",ml;m;m;m;l"
949522534,腾讯用户80212702,,lv12,0, , ,iPad客户端,欢乐颂里，五美都各有千秋，争奇斗艳
949521062,腾讯用户80212702,,lv12,0, , ,iPad客户端,切
949513589,Au好像,,lv16,0, , ,iPad客户端,樊胜美是演过花千骨
949460204,兰斯洛雨沁,,lv3,0, , ,优酷PC客户端,O(∩_∩)O哈哈哈~
949137561,,,lv18,0, , ,优酷PC客户端,2123
949048661,优酷用户1465970001605454,,lv7,0, , ,iPad客户端,好看
948902883,MAX薇儿,,lv23,0, , ,优酷,"<a href=""http:\/\/comments.youku.com\/star_page\/uid_UODg0MTY=.html"" target=""_blank"">杨紫"
948725352,腾讯用户1467387293579632,,lv2,0, , ,优酷PC客户端,喜欢关关
948616070,____65333736,,lv37,0, , ,优酷PC客户端,筱肖，安迪，小邱，樊姐，关关，欢乐颂22楼。加油 ！！！！
948411724,,,lv42,0, , ,优酷PC客户端,hahahahahahhah
948404192,letty520,,lv29,0, , ,iPad客户端,今天早上7..00。得分610
948146050,A-thena,,lv23,0, , ,优酷iku,喜欢
948109595,莫莫414,,lv39,0, , ,iPad客户端,好好看
947914474,3听歌粉红哥,,lv24,0, , ,优酷PC客户端,"估计女的爱看,女里女气的电视啊,撤了"
947838557,听见雨落的声音,,lv21,0, , ,Android客户端,好好的一部电视剧，感觉被评论毁了。。。
947712642,,,lv46,0, , ,iPad客户端,"<a href=""http:\/\/comments.youku.com\/star_page\/uid_UODg0MTY=.html"" target=""_blank"">杨紫"
947445259,微信用户1463053762653243,,lv4,0, , ,iPhone客户端,哈哈哈！
947422984,毛梦飞,,lv36,0, , ,iPad客户端,第二遍我来👀安迪的衣服。学习借鉴，感觉职业装很有气场
947344962,优酷用户1467595147807239,,lv7,0, , ,iPad客户端,已转发评论
947344904,优酷用户1467595147807239,,lv7,0, , ,iPad客户端,已转发评论
947344874,优酷用户1467595147807239,,lv7,0, , ,iPad客户端,已转发评论
947344838,优酷用户1467595147807239,,lv7,0, , ,iPad客户端,已转发评论
947343659,,,lv17,0,1, ,优酷iku,喜欢安迪
947329688,Joliano,,lv6,0, , ,Android客户端,最讨厌的就是邱莹莹了
947241735,零度47655608,,lv26,0, , ,iPhone客户端,陈曦曦 我爱你
947205679,抬起头陪你看暖暖晴空,,lv37,0, , ,iPad客户端,地铁站附近居民人均生活费就可以把一切看起来就觉得心里不舒服
947199072,李强来了哈哈,,lv19,0, , ,iPad客户端,有些事情 据此吃吃喝喝粗出出出出吃好了？我是个人就要去掉脸上都是你不能给你一次又一年多的一个很棒？我是个人就要去除黑眼圈眼袋黑眼圈眼袋黑眼圈和细纹等肌肤常见疾病？我是个人就要去掉吗？我是个人就要去除黑眼圈眼袋黑眼圈眼袋黑眼圈眼
